case:concept:name,cohort,cycle_time_days,automation_ratio,total_events,is_rework,has_payment_block_removed
4507033762_00040,5,122.25763888888889,0.3333,6,0,1
4507033763_00010,5,11.046527777777778,0.3333,6,0,1
4507033763_00020,5,11.046527777777778,0.3333,6,0,1
4507033764_00010,0,122.25763888888889,0.2,5,0,0
4507033764_00020,0,122.25763888888889,0.4,5,0,0
4507033764_00030,5,122.25763888888889,0.3333,6,0,1
4507033764_00040,5,122.25763888888889,0.3333,6,0,1
4507033764_00050,5,122.25763888888889,0.3333,6,0,1
4507033764_00060,5,122.25763888888889,0.3333,6,0,1
4507033765_00010,3,7.145138888888889,0.0,2,0,0
4507033766_00010,2,217.69930555555555,0.2857,7,1,1
4507033767_00010,5,115.98958333333333,0.1667,6,0,1
4507033767_00020,5,115.98958333333333,0.1667,6,0,1
4507033768_00010,0,52.30763888888889,0.4,5,0,0
4507033768_00020,0,52.30763888888889,0.4,5,0,0
4507033769_00010,0,87.20208333333333,0.1667,6,0,0
4507033769_00020,0,87.20208333333333,0.1667,6,0,0
4507033769_00030,0,87.20208333333333,0.1667,6,0,0
4507033769_00040,0,87.20208333333333,0.1667,6,0,0
4507033769_00050,0,87.20208333333333,0.3333,6,0,0
4507033769_00060,0,87.20208333333333,0.1667,6,0,0
4507033769_00070,0,87.20208333333333,0.1667,6,0,0
4507033769_00080,0,87.20208333333333,0.1667,6,0,0
4507033769_00090,0,87.20208333333333,0.125,8,0,0
4507033770_00010,5,66.15416666666667,0.1429,7,0,1
4507033770_00020,5,66.15416666666667,0.1429,7,0,1
4507033771_00010,0,24.135416666666668,0.2,5,0,0
4507033771_00020,0,24.135416666666668,0.2,5,0,0
4507033771_00030,0,24.135416666666668,0.2,5,0,0
4507033771_00040,0,24.135416666666668,0.2,5,0,0
4507033772_00010,0,94.1375,0.1667,6,0,0
4507033772_00020,0,94.1375,0.1667,6,0,0
4507033772_00030,0,94.1375,0.1667,6,0,0
4507033772_00040,0,94.1375,0.1667,6,0,0
4507033772_00050,0,94.1375,0.1667,6,0,0
4507033772_00060,0,94.1375,0.1667,6,0,0
4507033772_00070,0,94.1375,0.1667,6,0,0
4507033772_00080,0,94.1375,0.3333,6,0,0
4507033772_00090,0,94.1375,0.1667,6,0,0
4507033772_00100,0,94.1375,0.1667,6,0,0
4507033773_00010,0,87.2,0.1667,6,0,0
4507033773_00020,0,87.2,0.1667,6,0,0
4507033773_00030,0,87.2,0.1667,6,0,0
4507033773_00040,0,87.2,0.1667,6,0,0
4507033773_00050,0,87.2,0.1667,6,0,0
4507033774_00010,0,52.30277777777778,0.2,5,0,0
4507033775_00010,0,87.1986111111111,0.2,5,0,0
4507033775_00020,5,87.19722222222222,0.3333,6,0,1
4507033776_00010,1,3.8569444444444443,0.0,3,1,0
4507033777_00010,0,66.15208333333334,0.1667,6,0,0
4507033778_00010,0,87.19791666666667,0.1667,6,0,0
4507033778_00020,0,87.19791666666667,0.1667,6,0,0
4507033779_00010,0,66.15138888888889,0.2,5,0,0
4507033780_00010,2,179.025,0.3333,12,1,1
4507033780_00020,0,202.44861111111112,0.6667,3,0,0
4507033781_00010,0,52.300694444444446,0.2,5,0,0
4507033781_00020,0,52.300694444444446,0.2,5,0,0
4507033781_00030,0,52.300694444444446,0.2,5,0,0
4507033781_00040,0,52.300694444444446,0.2,5,0,0
4507033781_00050,0,52.300694444444446,0.2,5,0,0
4507033782_00010,0,87.19444444444444,0.1667,6,0,0
4507033783_00010,3,7.007638888888889,0.0,2,0,0
4507033784_00010,3,7.847916666666666,0.0,2,0,0
4507033785_00010,1,0.0020833333333333333,0.0,2,1,0
4507033786_00010,3,7.850694444444445,0.0,2,0,0
4507033787_00010,0,11.029861111111112,0.4,5,0,0
4507033787_00020,0,11.029861111111112,0.4,5,0,0
4507033788_00010,0,115.975,0.2,5,0,0
4507033788_00020,0,115.975,0.2,5,0,0
4507033788_00030,0,115.975,0.2,5,0,0
4507033788_00040,0,115.975,0.2,5,0,0
4507033788_00050,0,115.975,0.2,5,0,0
4507033789_00010,3,8.04513888888889,0.0,2,0,0
4507033790_00010,0,94.12777777777778,0.4,5,0,0
4507033790_00020,0,94.12777777777778,0.4,5,0,0
4507033790_00030,0,94.12777777777778,0.4,5,0,0
4507033790_00040,0,94.12777777777778,0.4,5,0,0
4507033790_00050,0,94.12777777777778,0.4,5,0,0
4507033790_00060,0,94.12777777777778,0.4,5,0,0
4507033790_00070,0,94.12777777777778,0.4,5,0,0
4507033790_00080,0,94.12777777777778,0.4,5,0,0
4507033790_00090,0,94.12777777777778,0.4,5,0,0
4507033790_00100,0,94.12777777777778,0.4,5,0,0
4507033790_00110,0,94.12777777777778,0.4,5,0,0
4507033790_00120,0,94.12777777777778,0.4,5,0,0
4507033790_00130,0,94.12777777777778,0.4,5,0,0
4507033790_00140,0,94.12777777777778,0.4,5,0,0
4507033790_00150,0,94.12777777777778,0.4,5,0,0
4507033790_00160,0,94.12777777777778,0.4,5,0,0
4507033790_00170,0,94.12777777777778,0.4,5,0,0
4507033790_00180,0,94.12777777777778,0.4,5,0,0
4507033790_00190,0,94.12777777777778,0.4,5,0,0
4507033790_00200,0,94.12777777777778,0.4,5,0,0
4507033790_00210,0,94.12777777777778,0.4,5,0,0
4507033790_00220,0,94.12777777777778,0.4,5,0,0
4507033790_00230,0,94.12777777777778,0.4,5,0,0
4507033791_00010,0,115.96805555555555,0.2,5,0,0
4507033791_00020,0,115.96805555555555,0.2,5,0,0
4507033791_00030,0,115.96805555555555,0.2,5,0,0
4507033791_00040,0,115.96805555555555,0.2,5,0,0
4507033792_00010,0,52.2875,0.2,5,0,0
4507033792_00020,0,52.2875,0.2,5,0,0
4507033792_00030,0,52.2875,0.2,5,0,0
4507033793_00010,5,59.202777777777776,0.3333,6,0,1
4507033793_00020,5,59.202777777777776,0.2857,7,1,1
4507033794_00010,5,115.96597222222222,0.5,6,0,1
4507033795_00010,0,94.11944444444444,0.4,5,0,0
4507033795_00020,0,94.11944444444444,0.4,5,0,0
4507033795_00030,0,94.11944444444444,0.4,5,0,0
4507033795_00040,0,94.11944444444444,0.4,5,0,0
4507033795_00050,0,94.11944444444444,0.4,5,0,0
4507033795_00060,0,94.11944444444444,0.4,5,0,0
4507033795_00070,0,94.11944444444444,0.4,5,0,0
4507033795_00080,0,94.11944444444444,0.4,5,0,0
4507033795_00090,0,94.11944444444444,0.4,5,0,0
4507033795_00100,0,94.11944444444444,0.4,5,0,0
4507033795_00110,0,94.11944444444444,0.4,5,0,0
4507033795_00120,0,94.11944444444444,0.4,5,0,0
4507033795_00130,0,94.11944444444444,0.4,5,0,0
4507033795_00140,0,94.11944444444444,0.4,5,0,0
4507033795_00150,0,94.11944444444444,0.4,5,0,0
4507033795_00160,0,94.11944444444444,0.4,5,0,0
4507033795_00170,0,94.11944444444444,0.4,5,0,0
4507033795_00180,0,94.11944444444444,0.4,5,0,0
4507033795_00190,0,94.11944444444444,0.4,5,0,0
4507033795_00200,3,24.21736111111111,0.0,2,0,0
4507033795_00210,0,94.11944444444444,0.4,5,0,0
4507033795_00220,0,94.11944444444444,0.4,5,0,0
4507033796_00010,5,164.22083333333333,0.2857,7,1,1
4507033797_00010,0,66.13194444444444,0.2,5,0,0
4507033797_00020,0,66.13194444444444,0.2,5,0,0
4507033797_00030,0,66.13194444444444,0.2,5,0,0
4507033797_00040,0,66.13194444444444,0.2,5,0,0
4507033797_00050,0,66.13194444444444,0.2,5,0,0
4507033797_00060,0,66.13194444444444,0.2,5,0,0
4507033797_00070,0,66.13194444444444,0.2,5,0,0
4507033797_00080,0,66.13194444444444,0.2,5,0,0
4507033797_00090,0,66.13194444444444,0.2,5,0,0
4507033797_00100,0,66.13194444444444,0.2,5,0,0
4507033797_00110,0,66.13194444444444,0.2,5,0,0
4507033797_00120,0,66.13194444444444,0.2,5,0,0
4507033797_00130,0,66.13194444444444,0.2,5,0,0
4507033798_00010,0,94.11805555555556,0.1667,6,1,0
4507033799_00010,1,0.17152777777777778,0.0,2,1,0
4507033799_00020,0,115.96388888888889,0.1667,6,1,0
4507033799_00030,0,115.96388888888889,0.2,5,0,0
4507033799_00040,0,115.96388888888889,0.2,5,0,0
4507033799_00050,0,115.96388888888889,0.2,5,0,0
4507033799_00060,0,115.96388888888889,0.1667,6,1,0
4507033799_00070,0,115.96388888888889,0.2,5,0,0
4507033799_00080,0,115.96388888888889,0.2,5,0,0
4507033799_00090,0,115.96388888888889,0.1667,6,1,0
4507033799_00100,0,115.96388888888889,0.2,5,0,0
4507033799_00110,0,115.96388888888889,0.2,5,0,0
4507033799_00120,0,115.96388888888889,0.2,5,0,0
4507033799_00130,0,115.96388888888889,0.1667,6,1,0
4507033799_00140,0,115.96388888888889,0.2,5,0,0
4507033799_00150,0,115.96388888888889,0.2,5,0,0
4507033799_00160,0,115.96388888888889,0.2,5,0,0
4507033799_00170,0,115.96388888888889,0.2,5,0,0
4507033799_00180,0,115.96388888888889,0.2,5,0,0
4507033799_00190,0,115.96388888888889,0.2,5,0,0
4507033799_00200,0,115.96388888888889,0.2,5,0,0
4507033799_00210,0,115.96388888888889,0.2,5,0,0
4507033799_00220,0,115.96388888888889,0.2,5,0,0
4507033799_00230,0,115.96388888888889,0.2,5,0,0
4507033799_00240,0,115.96388888888889,0.2,5,0,0
4507033800_00010,2,87.17777777777778,0.2857,7,1,0
4507033800_00020,0,87.17777777777778,0.2,5,0,0
4507033801_00010,5,87.17708333333333,0.2857,7,1,1
4507033802_00010,5,122.22708333333334,0.1667,6,0,1
4507033802_00020,5,122.22708333333334,0.1667,6,0,1
4507033802_00030,5,122.22708333333334,0.1667,6,0,1
4507033802_00040,5,122.22708333333334,0.1667,6,0,1
4507033802_00050,5,122.22708333333334,0.1667,6,0,1
4507033802_00060,5,122.22708333333334,0.1667,6,0,1
4507033802_00070,5,122.22708333333334,0.1667,6,0,1
4507033802_00080,0,122.22708333333334,0.2,5,0,0
4507033802_00090,5,122.22708333333334,0.1667,6,0,1
4507033802_00100,5,122.22708333333334,0.1667,6,0,1
4507033802_00110,5,122.22708333333334,0.1667,6,0,1
4507033802_00120,5,122.22708333333334,0.1667,6,0,1
4507033802_00130,5,122.22708333333334,0.1667,6,0,1
4507033802_00140,5,122.22708333333334,0.1667,6,0,1
4507033802_00150,5,122.22708333333334,0.1667,6,0,1
4507033802_00160,5,122.22708333333334,0.1667,6,0,1
4507033802_00170,0,122.22708333333334,0.2,5,0,0
4507033802_00180,5,122.22708333333334,0.1667,6,0,1
4507033802_00190,5,122.22708333333334,0.1667,6,0,1
4507033802_00200,5,122.22708333333334,0.1667,6,0,1
4507033803_00010,0,122.22638888888889,0.2,5,0,0
4507033803_00020,0,122.22638888888889,0.1667,6,1,0
4507033803_00030,0,122.22638888888889,0.2,5,0,0
4507033803_00040,0,122.22638888888889,0.2,5,0,0
4507033803_00050,0,122.22638888888889,0.1667,6,1,0
4507033803_00060,0,122.22638888888889,0.2,5,0,0
4507033803_00070,0,122.22638888888889,0.2,5,0,0
4507033803_00080,0,122.22638888888889,0.2,5,0,0
4507033803_00090,0,122.22638888888889,0.1667,6,1,0
4507033803_00100,0,122.22638888888889,0.2,5,0,0
4507033803_00110,0,122.22638888888889,0.2,5,0,0
4507033803_00120,0,122.22638888888889,0.2,5,0,0
4507033803_00130,0,122.22638888888889,0.2,5,0,0
4507033803_00140,0,122.22638888888889,0.2,5,0,0
4507033803_00150,0,122.22638888888889,0.2,5,0,0
4507033803_00160,0,122.22638888888889,0.2,5,0,0
4507033803_00170,5,136.17291666666668,0.1429,7,1,1
4507033803_00180,5,136.17291666666668,0.1667,6,0,1
4507033803_00190,0,122.22638888888889,0.2,5,0,0
4507033803_00200,0,122.22638888888889,0.2,5,0,0
4507033804_00010,0,122.22638888888889,0.2,5,0,0
4507033804_00020,5,136.17291666666668,0.125,8,1,1
4507033804_00030,5,136.17291666666668,0.1667,6,0,1
4507033804_00040,0,122.22638888888889,0.2,5,0,0
4507033804_00050,5,136.17291666666668,0.1667,6,0,1
4507033804_00060,0,122.22638888888889,0.2,5,0,0
4507033804_00070,0,122.22638888888889,0.2,5,0,0
4507033804_00080,5,136.17291666666668,0.1111,9,1,1
4507033805_00010,0,87.17569444444445,0.2,5,0,0
4507033806_00010,0,80.09236111111112,0.2,5,0,0
4507033807_00010,5,94.11111111111111,0.2857,7,1,1
4507033808_00010,0,87.17361111111111,0.2,5,0,0
4507033809_00010,5,87.17430555555555,0.1429,7,1,1
4507033810_00010,0,143.98263888888889,0.1667,6,1,0
4507033810_00020,0,90.87152777777777,0.2,5,0,0
4507033811_00010,0,94.11180555555555,0.2,5,0,0
4507033812_00010,0,87.175,0.2,5,0,0
4507033812_00020,0,87.175,0.2,5,0,0
4507033812_00030,0,87.175,0.2,5,0,0
4507033813_00010,5,87.17361111111111,0.1667,6,0,1
4507033814_00010,0,52.27638888888889,0.2,5,0,0
4507033814_00020,0,52.27638888888889,0.2,5,0,0
4507033815_00010,3,20.992361111111112,0.0,2,0,0
4507033816_00010,1,3.11875,0.0,3,1,0
4507033817_00010,0,66.12013888888889,0.2857,7,0,0
4507033817_00020,0,66.12013888888889,0.4,5,0,0
4507033817_00030,0,66.12013888888889,0.4,5,0,0
4507033818_00010,0,115.95138888888889,0.2222,9,0,0
4507033819_00010,5,66.11805555555556,0.5,6,0,1
4507033819_00020,0,66.11805555555556,0.4,5,0,0
4507033819_00030,5,122.21527777777777,0.25,8,1,1
4507033819_00040,0,48.701388888888886,0.4,5,0,0
4507033820_00010,5,95.58819444444444,0.3333,6,0,1
4507033820_00020,5,95.58819444444444,0.2857,7,1,1
4507033821_00010,5,108.1875,0.1667,6,0,1
4507033822_00010,0,115.94722222222222,0.2,5,0,0
4507033823_00010,1,0.0020833333333333333,0.0,2,1,0
4507033823_00020,1,0.0020833333333333333,0.0,2,1,0
4507033823_00030,1,0.0020833333333333333,0.0,2,1,0
4507033823_00040,1,0.0020833333333333333,0.0,2,1,0
4507033823_00050,1,0.0020833333333333333,0.0,2,1,0
4507033823_00060,1,0.0020833333333333333,0.0,2,1,0
4507033823_00070,1,0.0020833333333333333,0.0,2,1,0
4507033823_00080,1,0.0020833333333333333,0.0,2,1,0
4507033823_00090,1,0.0020833333333333333,0.0,2,1,0
4507033823_00100,1,0.0020833333333333333,0.0,2,1,0
4507033823_00110,1,0.0020833333333333333,0.0,2,1,0
4507033823_00120,1,0.0020833333333333333,0.0,2,1,0
4507033823_00130,1,0.0020833333333333333,0.0,2,1,0
4507033823_00140,1,0.0020833333333333333,0.0,2,1,0
4507033823_00150,1,0.0020833333333333333,0.0,2,1,0
4507033823_00160,1,0.0020833333333333333,0.0,2,1,0
4507033823_00170,1,0.0020833333333333333,0.0,2,1,0
4507033823_00180,1,0.0020833333333333333,0.0,2,1,0
4507033823_00190,1,0.0020833333333333333,0.0,2,1,0
4507033823_00200,1,0.0020833333333333333,0.0,2,1,0
4507033823_00210,1,0.0020833333333333333,0.0,2,1,0
4507033823_00220,1,0.0020833333333333333,0.0,2,1,0
4507033823_00230,1,0.0020833333333333333,0.0,2,1,0
4507033823_00240,1,0.0020833333333333333,0.0,2,1,0
4507033823_00250,1,0.0020833333333333333,0.0,2,1,0
4507033824_00010,0,122.2125,0.2,5,0,0
4507033825_00010,1,1.9701388888888889,0.0,2,1,0
4507033826_00010,2,217.6548611111111,0.2857,7,1,1
4507033827_00010,3,217.65416666666667,0.3333,3,0,0
4507033828_00010,0,59.18055555555556,0.2,5,0,0
4507033828_00020,0,94.09722222222223,0.2,5,0,0
4507033828_00030,0,66.11111111111111,0.2,5,0,0
4507033828_00040,0,73.13402777777777,0.2,5,0,0
4507033828_00050,5,73.13402777777777,0.1111,9,1,1
4507033829_00010,5,87.16041666666666,0.2857,7,1,1
4507033829_00020,5,87.16041666666666,0.3333,6,0,1
4507033829_00030,5,87.16041666666666,0.3333,6,0,1
4507033829_00040,5,87.16041666666666,0.3333,6,0,1
4507033830_00010,0,36.05486111111111,0.2,5,0,0
4507033831_00010,0,71.07916666666667,0.2,5,0,0
4507033832_00010,0,87.15555555555555,0.2,5,0,0
4507033832_00020,0,87.15555555555555,0.2,5,0,0
4507033832_00030,0,87.15555555555555,0.2,5,0,0
4507033832_00040,0,87.15555555555555,0.2,5,0,0
4507033832_00050,1,29.04861111111111,0.0,2,1,0
4507033832_00060,1,29.049305555555556,0.0,2,1,0
4507033832_00070,0,52.25972222222222,0.2,5,0,0
4507033832_00080,0,87.15555555555555,0.2,5,0,0
4507033832_00090,0,52.25972222222222,0.2,5,0,0
4507033832_00100,0,52.25972222222222,0.2,5,0,0
4507033832_00110,0,52.25972222222222,0.2,5,0,0
4507033832_00120,0,87.15555555555555,0.2,5,0,0
4507033833_00010,5,95.58819444444444,0.3333,6,0,1
4507033834_00010,0,59.175694444444446,0.2,5,0,0
4507033835_00010,0,70.60347222222222,0.2,5,0,0
4507033836_00010,5,94.09027777777777,0.2857,7,1,1
4507033837_00010,0,31.09513888888889,0.4,5,0,0
4507033837_00020,0,31.09513888888889,0.4,5,0,0
4507033838_00010,0,87.15347222222222,0.1667,6,1,0
4507033839_00010,0,72.60347222222222,0.2,5,0,0
4507033840_00020,0,122.20138888888889,0.2,5,0,0
4507033840_00030,0,122.20138888888889,0.2,5,0,0
4507033840_00040,0,122.20138888888889,0.2,5,0,0
4507033840_00050,0,122.20138888888889,0.2,5,0,0
4507033840_00060,0,122.20138888888889,0.2,5,0,0
4507033840_00070,0,122.20138888888889,0.2,5,0,0
4507033841_00010,0,59.172222222222224,0.2,5,0,0
4507033841_00020,0,66.10416666666667,0.1667,6,1,0
4507033841_00030,5,87.15208333333334,0.1667,6,0,1
4507033841_00040,0,94.08888888888889,0.2,5,0,0
4507033841_00050,0,66.10416666666667,0.2,5,0,0
4507033842_00020,5,122.20069444444445,0.3333,6,0,1
4507033842_00030,5,122.20069444444445,0.2857,7,1,1
4507033842_00040,5,122.20069444444445,0.3333,6,0,1
4507033842_00050,5,122.20069444444445,0.1667,6,0,1
4507033842_00060,5,122.20069444444445,0.1667,6,0,1
4507033842_00070,5,122.20069444444445,0.1667,6,0,1
4507033842_00080,5,122.20069444444445,0.1667,6,0,1
4507033842_00090,5,122.20069444444445,0.1667,6,0,1
4507033842_00100,5,122.20069444444445,0.1667,6,0,1
4507033842_00110,5,122.20069444444445,0.1667,6,0,1
4507033842_00120,5,122.20069444444445,0.1667,6,0,1
4507033842_00130,5,122.20069444444445,0.1667,6,0,1
4507033842_00140,5,122.20069444444445,0.1667,6,0,1
4507033842_00150,5,122.20069444444445,0.1667,6,0,1
4507033842_00160,5,122.20069444444445,0.1667,6,0,1
4507033842_00170,5,122.20069444444445,0.1667,6,0,1
4507033842_00180,5,122.20069444444445,0.1667,6,0,1
4507033842_00190,5,122.20069444444445,0.1667,6,0,1
4507033842_00200,5,122.20069444444445,0.1667,6,0,1
4507033843_00010,0,94.08958333333334,0.2,5,0,0
4507033844_00010,0,115.93680555555555,0.2,5,0,0
4507033845_00010,0,94.08958333333334,0.4,5,0,0
4507033846_00010,0,143.96041666666667,0.1667,6,1,0
4507033847_00010,0,143.96041666666667,0.2,5,0,0
4507033848_00010,0,115.93611111111112,0.4,5,0,0
4507033849_00010,0,115.93611111111112,0.4,5,0,0
4507033850_00010,0,94.0875,0.1667,6,1,0
4507033850_00020,0,98.03263888888888,0.2,5,0,0
4507033851_00010,0,143.9597222222222,0.2,5,0,0
4507033852_00010,2,213.21597222222223,0.1818,11,1,1
4507033853_00010,0,70.60347222222222,0.2,5,0,0
4507033854_00010,5,24.084722222222222,0.5,6,0,1
4507033854_00020,5,24.084722222222222,0.5,6,0,1
4507033854_00030,5,24.084722222222222,0.5,6,0,1
4507033855_00010,0,143.9597222222222,0.2,5,0,0
4507033856_00010,0,115.92569444444445,0.3333,6,0,0
4507033857_00010,5,24.070138888888888,0.6667,6,0,1
4507033857_00020,5,24.070138888888888,0.5714,7,1,1
4507033858_00010,0,94.06944444444444,0.1667,6,1,0
4507033859_00010,0,52.234722222222224,0.4,5,0,0
4507033860_00010,0,84.60347222222222,0.2,5,0,0
4507033861_00010,0,70.60347222222222,0.4,5,0,0
4507033862_00010,0,115.90416666666667,0.2,5,0,0
4507033863_00010,0,67.19513888888889,0.4,5,0,0
4507033863_00020,0,67.19513888888889,0.4,5,0,0
4507033863_00030,0,67.19513888888889,0.4,5,0,0
4507033864_00010,3,17.038888888888888,0.0,2,0,0
4507033865_00010,3,17.933333333333334,0.0,2,0,0
4507033866_00010,0,122.15555555555555,0.3333,6,1,0
4507033867_00010,0,87.10694444444445,0.2,5,0,0
4507033868_00010,0,122.15347222222222,0.1667,6,0,0
4507033869_00010,5,87.10347222222222,0.125,8,1,1
4507033869_00020,5,87.10347222222222,0.1429,7,1,1
4507033869_00030,5,87.10347222222222,0.1429,7,1,1
4507033869_00040,5,87.10347222222222,0.125,8,1,1
4507033870_00010,0,87.10208333333334,0.2,5,0,0
4507033871_00010,0,94.03680555555556,0.2,5,0,0
4507033872_00010,0,87.09930555555556,0.2,5,0,0
4507033873_00010,5,143.9076388888889,0.1818,11,1,1
4507033873_00030,0,143.9076388888889,0.1667,6,1,0
4507033873_00040,2,143.9076388888889,0.1818,11,1,0
4507033873_00050,3,60.02152777777778,0.0,3,0,0
4507033874_00010,0,87.09722222222223,0.2,5,0,0
4507033875_00010,5,87.09722222222223,0.125,8,1,1
4507033875_00020,5,115.88125,0.125,8,1,1
4507033875_00030,5,115.88125,0.125,8,1,1
4507033875_00040,5,115.88125,0.0714,14,1,1
4507033876_00010,5,87.09513888888888,0.1429,7,1,1
4507033876_00020,3,217.5888888888889,0.2,5,1,0
4507033876_00030,5,143.90347222222223,0.1667,12,1,1
4507033876_00040,0,143.90347222222223,0.1429,7,1,0
4507033876_00050,0,136.90694444444443,0.2,5,0,0
4507033877_00010,5,73.07013888888889,0.3333,6,0,1
4507033877_00020,5,73.07013888888889,0.3333,6,0,1
4507033877_00030,5,73.07013888888889,0.3333,6,0,1
4507033878_00010,2,182.58055555555555,0.6667,3,1,0
4507033878_00020,2,182.58055555555555,0.6667,3,1,0
4507033879_00010,0,59.11388888888889,0.1429,7,1,0
4507033880_00010,3,6.768055555555556,0.0,2,0,0
4507033881_00010,0,115.875,0.2,5,0,0
4507033881_00020,0,115.875,0.2,5,0,0
4507033881_00030,0,115.875,0.2,5,0,0
4507033881_00040,0,115.875,0.2,5,0,0
4507033881_00050,0,115.875,0.2,5,0,0
4507033881_00060,0,115.875,0.2,5,0,0
4507033881_00070,0,115.875,0.1667,6,1,0
4507033881_00080,0,115.875,0.2,5,0,0
4507033881_00090,0,115.875,0.1667,6,1,0
4507033881_00100,0,115.875,0.2,5,0,0
4507033881_00110,0,115.875,0.2,5,0,0
4507033881_00120,0,115.875,0.2,5,0,0
4507033881_00130,0,115.875,0.2,5,0,0
4507033881_00140,0,115.875,0.2,5,0,0
4507033881_00150,0,115.875,0.2,5,0,0
4507033881_00160,0,115.875,0.2,5,0,0
4507033881_00170,0,115.875,0.2,5,0,0
4507033881_00180,0,115.875,0.2,5,0,0
4507033881_00190,0,115.875,0.2,5,0,0
4507033881_00200,0,115.875,0.2,5,0,0
4507033881_00210,0,115.875,0.2,5,0,0
4507033881_00220,0,115.875,0.2,5,0,0
4507033881_00230,0,115.875,0.2,5,0,0
4507033881_00240,0,115.875,0.2,5,0,0
4507033881_00250,0,115.875,0.2,5,0,0
4507033881_00260,0,115.875,0.2,5,0,0
4507033881_00270,0,115.875,0.2,5,0,0
4507033881_00280,0,115.875,0.2,5,0,0
4507033881_00290,0,115.875,0.2,5,0,0
4507033881_00300,0,115.875,0.2,5,0,0
4507033881_00310,0,115.875,0.2,5,0,0
4507033881_00320,0,115.875,0.2,5,0,0
4507033881_00330,0,115.875,0.2,5,0,0
4507033881_00340,0,115.875,0.2,5,0,0
4507033881_00350,0,115.875,0.2,5,0,0
4507033881_00360,0,115.875,0.2,5,0,0
4507033881_00370,0,115.875,0.2,5,0,0
4507033881_00380,0,115.875,0.2,5,0,0
4507033881_00390,0,115.875,0.2,5,0,0
4507033881_00400,0,115.875,0.2,5,0,0
4507033881_00410,0,115.875,0.2,5,0,0
4507033881_00420,0,115.875,0.2,5,0,0
4507033881_00430,0,115.875,0.2,5,0,0
4507033881_00440,0,115.875,0.2,5,0,0
4507033881_00450,1,2.890277777777778,0.0,2,1,0
4507033881_00460,0,115.875,0.2,5,0,0
4507033881_00470,0,115.875,0.2,5,0,0
4507033881_00480,0,115.875,0.2,5,0,0
4507033881_00490,0,115.875,0.2,5,0,0
4507033881_00500,0,115.875,0.2,5,0,0
4507033881_00510,0,115.875,0.2,5,0,0
4507033881_00520,0,115.875,0.2,5,0,0
4507033881_00530,0,115.875,0.2,5,0,0
4507033881_00540,0,115.875,0.2,5,0,0
4507033881_00550,0,115.875,0.2,5,0,0
4507033881_00560,0,115.875,0.2,5,0,0
4507033881_00570,0,115.875,0.2,5,0,0
4507033881_00580,0,115.875,0.2,5,0,0
4507033881_00590,0,115.875,0.2,5,0,0
4507033881_00600,0,115.875,0.2,5,0,0
4507033881_00610,0,115.875,0.2,5,0,0
4507033881_00620,0,115.875,0.2,5,0,0
4507033881_00630,0,115.875,0.2,5,0,0
4507033881_00640,0,115.875,0.2,5,0,0
4507033881_00650,0,115.875,0.2,5,0,0
4507033881_00660,0,115.875,0.2,5,0,0
4507033881_00670,0,115.875,0.2,5,0,0
4507033881_00680,0,115.875,0.2,5,0,0
4507033881_00690,0,115.875,0.2,5,0,0
4507033881_00700,0,115.875,0.2,5,0,0
4507033881_00710,0,115.875,0.2,5,0,0
4507033881_00720,0,115.875,0.2,5,0,0
4507033881_00730,0,115.875,0.2,5,0,0
4507033881_00740,1,2.888888888888889,0.0,2,1,0
4507033881_00750,0,115.875,0.2,5,0,0
4507033881_00760,0,115.875,0.2,5,0,0
4507033881_00770,0,115.875,0.2,5,0,0
4507033881_00780,0,115.875,0.2,5,0,0
4507033881_00790,0,115.875,0.1111,9,1,0
4507033881_00800,0,115.875,0.2,5,0,0
4507033881_00810,0,115.875,0.2,5,0,0
4507033881_00820,0,115.875,0.1667,6,1,0
4507033881_00830,0,115.875,0.2,5,0,0
4507033881_00840,0,115.875,0.2,5,0,0
4507033881_00850,1,2.8930555555555557,0.0,3,1,0
4507033881_00860,0,111.84305555555555,0.2,5,0,0
4507033882_00010,5,87.0875,0.2222,9,1,1
4507033882_00020,5,87.0875,0.1667,6,0,1
4507033882_00030,5,87.0875,0.1667,6,0,1
4507033882_00040,0,87.0875,0.2,5,0,0
4507033882_00050,5,87.0875,0.1667,6,0,1
4507033882_00060,1,3.027083333333333,0.0,2,1,0
4507033882_00070,2,217.58125,0.3,10,1,1
4507033882_00080,3,217.58125,0.3333,3,0,0
4507033883_00010,0,24.022916666666667,0.2,5,0,0
4507033884_00010,0,87.08611111111111,0.2,5,0,0
4507033884_00020,0,87.08611111111111,0.2,5,0,0
4507033885_00010,0,24.021527777777777,0.2,5,0,0
4507033886_00010,0,115.86944444444444,0.2,5,0,0
4507033886_00020,0,115.86944444444444,0.2,5,0,0
4507033886_00030,0,115.86944444444444,0.2,5,0,0
4507033886_00040,0,115.86944444444444,0.2,5,0,0
4507033886_00050,0,115.86944444444444,0.2,5,0,0
4507033886_00060,0,115.86944444444444,0.2,5,0,0
4507033886_00070,0,115.86944444444444,0.2,5,0,0
4507033886_00080,0,115.86944444444444,0.2,5,0,0
4507033886_00090,0,115.86944444444444,0.2,5,0,0
4507033886_00100,0,115.86944444444444,0.2,5,0,0
4507033886_00110,0,115.86944444444444,0.2,5,0,0
4507033886_00120,0,115.86944444444444,0.2,5,0,0
4507033886_00130,0,115.86944444444444,0.2,5,0,0
